,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,7,14,1,339,104,26.07,570,59.47,1,0,33,7,5,0,7,9,462,341,8,4/127,4/127,42.62,4.42,57.7,1,0,0
1,ODIs,110,100,11,2877,102,32.32,2332,123.37,1,19,289,94,65,0,110,86,2698,2525,50,4/46,4/46,50.50,5.61,53.9,2,0,0
2,T20Is,59,53,9,1514,145*,34.40,957,158.20,3,6,126,78,30,0,59,40,564,704,26,3/10,3/10,27.07,7.48,21.6,0,0,0
3,First-class,63,107,10,3929,278,40.50,5388,72.92,7,22,442,60,52,0,63,93,5074,2845,70,5/40,6/76,40.64,3.36,72.4,3,1,0
4,List A,177,160,19,4665,146,33.08,3851,121.13,4,28,470,152,106,0,177,135,4397,3990,91,4/46,4/46,43.84,5.44,48.3,2,0,0
5,T20s,238,225,27,5222,145*,26.37,3377,154.63,3,26,422,273,126,0,238,153,1905,2501,79,3/10,3/10,31.65,7.87,24.1,0,0,0
