,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,32,21,6,252,92,16.80,262,96.18,0,1,20,6,7,0,32,32,1678,1555,52,4/48,4/48,29.90,5.56,32.2,1,0,0
1,T20Is,28,15,4,150,34,13.63,120,125.00,0,0,10,10,13,0,28,27,582,802,34,4/31,4/31,23.58,8.26,17.1,1,0,0
2,First-class,37,56,3,994,64,18.75,1389,71.56,0,3,125,23,24,0,37,63,6861,3557,124,6/84,9/125,28.68,3.11,55.3,6,2,0
3,List A,73,48,13,672,92,19.20,701,95.86,0,3,68,15,27,0,73,73,3947,3325,129,5/26,5/26,25.77,5.05,30.5,4,1,0
4,T20s,108,62,25,556,42*,15.02,422,131.75,0,0,35,36,35,0,108,105,2302,2988,130,4/20,4/20,22.98,7.78,17.7,2,0,0
