,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,3,3,1,125,84*,62.50,86,145.34,0,1,8,8,1,0,3,-,-,-,-,-,-,-,-,-,-,-,-
1,T20Is,5,4,0,26,18,6.50,26,100.00,0,0,1,0,2,0,5,3,36,42,3,2/12,2/12,14.00,7.00,12.0,0,0,0
2,First-class,39,64,6,2105,110,36.29,3925,53.63,3,10,279,7,40,0,39,26,924,507,11,6/111,6/160,46.09,3.29,84.0,0,1,0
3,List A,33,32,8,867,84*,36.12,888,97.63,0,5,78,26,13,0,33,18,354,343,6,2/26,2/26,57.16,5.81,59.0,0,0,0
4,T20s,78,68,15,1135,73,21.41,826,137.40,0,7,67,50,26,0,78,24,240,279,17,2/3,2/3,16.41,6.97,14.1,0,0,0
