,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,31,53,5,1219,181,25.39,2375,51.32,2,3,154,17,15,0,31,52,2677,1537,35,4/61,5/86,43.91,3.44,76.4,1,0,0
1,ODIs,53,49,9,1428,102*,35.70,1534,93.08,1,11,120,37,25,0,53,50,1700,1564,44,5/33,5/33,35.54,5.52,38.6,1,1,0
2,T20Is,11,11,3,175,36,21.87,151,115.89,0,0,7,9,4,0,11,9,114,156,6,2/6,2/6,26.00,8.21,19.0,0,0,0
3,First-class,97,167,13,4885,211,31.72,8827,55.34,11,19,686,63,50,0,97,130,8013,4577,144,6/84,9/156,31.78,3.42,55.6,7,1,0
4,List A,106,99,22,3001,124,38.97,3251,92.31,3,21,253,77,54,0,106,82,2966,2673,89,5/33,5/33,30.03,5.40,33.3,3,2,0
5,T20s,74,67,18,1487,77*,30.34,1233,120.60,0,7,90,66,33,0,74,57,839,1182,43,4/6,4/6,27.48,8.45,19.5,2,0,0
