,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,16,29,5,934,110,38.91,1874,49.83,2,4,105,1,28,0,16,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,22,20,1,632,117,33.26,649,97.38,1,4,46,6,14,0,22,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,2,2,1,33,20*,33.00,33,100.00,0,0,1,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,100,169,12,6067,215,38.64,11210,54.12,14,34,750,16,154,4,100,1,12,21,0,-,-,-,10.50,-,0,0,0
4,List A,101,92,14,2964,140,38.00,3329,89.03,3,18,242,43,91,5,101,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,63,55,13,924,103*,22.00,798,115.78,1,3,70,23,29,11,63,-,-,-,-,-,-,-,-,-,-,-,-
