,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,41,38,7,1050,146*,33.87,1143,91.86,1,6,89,36,12,0,41,39,1414,1446,33,3/16,3/16,43.81,6.13,42.8,0,0,0
1,T20Is,19,14,5,136,33*,15.11,117,116.23,0,0,14,2,7,0,19,15,230,319,9,2/27,2/27,35.44,8.32,25.5,0,0,0
2,First-class,53,91,6,2857,170,33.61,5352,53.38,4,19,359,33,21,0,53,73,4016,2203,52,4/73,7/145,42.36,3.29,77.2,2,0,0
3,List A,83,76,10,2177,146*,32.98,2530,86.04,3,14,185,74,26,0,83,69,2424,2287,59,4/43,4/43,38.76,5.66,41.0,1,0,0
4,T20s,97,84,23,1725,99,28.27,1378,125.18,0,7,141,48,26,0,97,76,1166,1691,61,4/15,4/15,27.72,8.70,19.1,3,0,0
