,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,51,78,15,1377,99,21.85,2051,67.13,0,9,138,37,25,0,51,97,10532,5951,211,6/50,11/94,28.20,3.39,49.9,10,11,2
1,ODIs,85,46,18,348,52*,12.42,389,89.46,0,1,26,9,22,0,85,85,4315,3611,172,6/28,6/28,20.99,5.02,25.0,11,7,0
2,T20Is,23,6,2,12,4,3.00,18,66.66,0,0,0,0,6,0,23,23,525,592,31,3/11,3/11,19.09,6.76,16.9,0,0,0
3,First-class,90,117,30,1950,99,22.41,2963,65.81,0,10,207,48,43,0,90,164,16586,9257,345,8/73,11/94,26.83,3.34,48.0,16,16,3
4,List A,113,60,25,499,52*,14.25,581,85.88,0,1,39,12,28,0,113,113,5843,4822,243,6/25,6/25,19.84,4.95,24.0,15,10,0
5,T20s,86,28,13,124,29,8.26,142,87.32,0,0,11,0,28,0,86,85,1884,2241,128,4/15,4/15,17.50,7.13,14.7,1,0,0
