,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,38,68,2,2265,182,34.31,5165,43.85,6,10,264,8,23,0,38,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,73,72,4,2773,151,40.77,3406,81.41,7,15,247,36,22,0,73,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,15,15,1,255,47*,18.21,248,102.82,0,0,15,10,3,0,15,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,157,277,28,10157,182,40.79,21134,48.05,26,50,,,136,0,157,,216,155,2,2/20,,77.50,4.30,108.0,0,0,0
4,List A,162,158,10,6446,186,43.55,7989,80.68,17,34,,,56,0,162,,36,31,1,1/14,1/14,31.00,5.16,36.0,0,0,0
5,T20s,169,166,24,5589,115,39.35,4333,128.98,2,43,541,179,57,0,169,2,12,13,0,-,-,-,6.50,-,0,0,0
