,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,5,10,0,278,62,27.80,618,44.98,0,2,30,1,7,0,5,1,12,8,0,-,-,-,4.00,-,0,0,0
1,ODIs,119,115,2,4559,153*,40.34,5093,89.51,15,24,453,112,59,0,119,19,266,239,4,1/2,1/2,59.75,5.39,66.5,0,0,0
2,T20Is,52,52,7,1671,172,37.13,1072,155.87,2,9,161,79,23,0,52,2,12,27,0,-,-,-,13.50,-,0,0,0
3,First-class,83,139,6,4721,288*,35.49,7689,61.39,7,31,540,68,78,0,83,28,464,318,5,1/0,1/0,63.60,4.11,92.8,0,0,0
4,List A,198,194,7,7448,154,39.82,8411,88.55,19,44,724,188,86,0,198,29,461,420,9,2/44,2/44,46.66,5.46,51.2,0,0,0
5,T20s,253,248,27,7835,172,35.45,5498,142.50,6,53,765,321,111,0,253,25,221,340,7,1/9,1/9,48.57,9.23,31.5,0,0,0
