,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,2,2,1,144,114*,144.00,274,52.55,1,0,17,1,6,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,66,115,11,4257,157,40.93,8949,47.56,8,27,528,13,50,0,66,-,-,-,-,-,-,-,-,-,-,-,-
2,List A,45,41,7,1190,115,35.00,1519,78.34,1,5,127,8,18,0,45,-,-,-,-,-,-,-,-,-,-,-,-
3,T20s,26,24,1,442,48,19.21,404,109.40,0,0,43,5,10,0,26,-,-,-,-,-,-,-,-,-,-,-,-
