,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,20,30,4,528,63,20.30,1323,39.90,0,2,55,10,9,0,20,37,4401,2070,94,6/23,10/62,22.02,2.82,46.8,7,4,1
1,ODIs,58,35,12,234,36,10.17,328,71.34,0,0,18,3,13,0,58,58,3033,2603,96,5/70,5/70,27.11,5.14,31.5,5,1,0
2,T20Is,20,11,4,35,13,5.00,37,94.59,0,0,2,1,4,0,20,20,456,531,25,3/15,3/15,21.24,6.98,18.2,0,0,0
3,First-class,32,45,12,793,82*,24.03,1796,44.15,0,4,92,11,13,0,32,58,6631,3165,134,6/23,10/62,23.61,2.86,49.4,10,4,1
4,List A,78,47,15,364,38,11.37,505,72.07,0,0,25,5,23,0,78,78,4039,3466,127,5/70,5/70,27.29,5.14,31.8,7,1,0
5,T20s,72,39,17,310,39,14.09,250,124.00,0,0,18,14,14,0,72,72,1634,2138,85,4/16,4/16,25.15,7.85,19.2,2,0,0
