,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,2,2,0,33,33,16.50,58,56.89,0,0,2,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,43,71,8,2815,206*,44.68,4817,58.43,4,17,319,29,35,0,43,21,426,237,10,2/14,2/15,23.70,3.33,42.6,0,0,0
2,List A,31,25,6,556,102*,29.26,660,84.24,1,2,31,20,11,0,31,5,114,94,1,1/10,1/10,94.00,4.94,114.0,0,0,0
3,T20s,28,24,6,407,63,22.61,332,122.59,0,1,35,12,10,0,28,1,6,9,1,1/9,1/9,9.00,9.00,6.0,0,0,0
