,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,13,11,2,170,78,18.88,177,96.04,0,1,13,8,3,0,13,13,525,513,9,2/41,2/41,57.00,5.86,58.3,0,0,0
1,T20Is,21,13,7,173,84*,28.83,113,153.09,0,1,13,11,4,0,21,21,420,604,17,3/13,3/13,35.52,8.62,24.7,0,0,0
2,First-class,89,116,18,2462,109*,25.12,2910,84.60,2,12,250,97,57,0,89,142,9845,5930,193,7/58,7/69,30.72,3.61,51.0,8,3,0
3,List A,111,85,25,1229,78,20.48,1364,90.10,0,2,84,55,50,0,111,109,4423,3996,139,5/59,5/59,28.74,5.42,31.8,4,1,0
4,T20s,116,72,27,753,84*,16.73,579,130.05,0,1,48,40,49,0,116,113,2267,3020,128,4/31,4/31,23.59,7.99,17.7,2,0,0
