,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,6,9,2,22,12,3.14,151,14.56,0,0,0,0,4,0,6,11,1108,680,23,3/20,6/88,29.56,3.68,48.1,0,0,0
1,ODIs,8,2,1,0,0*,0.00,10,0.00,0,0,0,0,1,0,8,8,323,362,7,1/21,1/21,51.71,6.72,46.1,0,0,0
2,T20Is,5,3,2,8,5,8.00,21,38.09,0,0,0,0,0,0,5,5,108,191,7,3/29,3/29,27.28,10.61,15.4,0,0,0
3,First-class,42,58,22,352,52,9.77,1032,34.10,0,1,37,4,16,0,42,70,6170,4163,118,7/86,12/180,35.27,4.04,52.2,3,7,1
4,List A,42,21,9,33,12*,2.75,102,32.35,0,0,1,2,7,0,42,41,1651,1750,47,5/37,5/37,37.23,6.35,35.1,0,1,0
5,T20s,31,13,9,63,18*,15.75,72,87.50,0,0,1,4,5,0,31,31,678,912,57,4/20,4/20,16.00,8.07,11.8,3,0,0
