,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,80,144,20,5554,160,44.79,11220,49.50,9,33,597,55,65,0,80,81,3876,1745,33,4/44,4/60,52.87,2.70,117.4,1,0,0
1,ODIs,211,181,47,5625,139*,41.97,6775,83.02,3,38,441,88,52,0,211,155,5083,3907,115,6/20,6/20,33.97,4.61,44.2,1,1,0
2,T20Is,72,57,18,1055,81*,27.05,893,118.14,0,5,67,35,23,0,72,57,969,1101,37,3/16,3/16,29.75,6.81,26.1,0,0,0
3,First-class,118,201,27,8328,270,47.86,16411,50.74,18,44,880,93,94,0,118,132,6467,2927,63,5/47,5/62,46.46,2.71,102.6,1,1,0
4,List A,270,234,57,6934,139*,39.17,8600,80.62,4,49,,,80,0,270,,6024,4574,146,6/20,6/20,31.32,4.55,41.2,2,1,0
5,T20s,153,130,35,2435,81*,25.63,2021,120.48,0,9,171,77,56,0,153,117,2037,2507,79,4/19,4/19,31.73,7.38,25.7,1,0,0
