,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,28,50,17,132,17*,4.00,361,36.56,0,0,19,0,5,0,28,53,5077,3003,70,6/132,7/180,42.90,3.54,72.5,6,1,0
1,ODIs,38,18,11,28,7,4.00,75,37.33,0,0,2,1,6,0,38,36,1772,1782,47,4/31,4/31,37.91,6.03,37.7,2,0,0
2,T20Is,9,4,3,0,0*,0.00,6,0.00,0,0,0,0,2,0,9,9,159,287,7,2/37,2/37,41.00,10.83,22.7,0,0,0
3,First-class,88,123,50,351,27*,4.80,834,42.08,0,0,40,11,34,0,88,150,11379,7076,208,6/132,9/113,34.01,3.73,54.7,13,5,0
4,List A,92,38,19,103,21,5.42,170,60.58,0,0,13,3,22,0,92,89,4000,3643,123,5/30,5/30,29.61,5.46,32.5,5,2,0
5,T20s,40,14,10,29,9*,7.25,43,67.44,0,0,3,1,8,0,40,40,708,968,39,5/17,5/17,24.82,8.20,18.1,1,1,0
