,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,58,44,10,636,72,18.70,769,82.70,0,1,48,13,13,0,58,49,1404,1204,28,3/15,3/15,43.00,5.14,50.1,0,0,0
1,T20Is,22,15,4,207,43*,18.81,174,118.96,0,0,18,6,7,0,22,14,210,249,12,3/24,3/24,20.75,7.11,17.5,0,0,0
2,First-class,161,251,34,7769,206*,35.80,,,21,35,,,125,0,161,,16750,9615,352,9/53,,27.31,3.44,47.5,,17,2
3,List A,208,174,29,3425,99*,23.62,,,0,16,,,69,1,208,,5592,4425,153,5/12,5/12,28.92,4.74,36.5,7,2,0
4,T20s,153,125,26,2175,67,21.96,1777,122.39,0,5,154,81,42,0,153,106,1816,2226,108,4/14,4/14,20.61,7.35,16.8,3,0,0
