,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,38,68,7,1126,95,18.45,2364,47.63,0,6,135,21,19,0,38,70,9712,5196,153,6/32,10/78,33.96,3.21,63.4,7,8,2
1,ODIs,13,12,0,152,30,12.66,199,76.38,0,0,13,3,2,0,13,10,456,409,13,3/48,3/48,31.46,5.38,35.0,0,0,0
2,T20Is,3,2,0,1,1,0.50,6,16.66,0,0,0,0,0,0,3,3,60,72,3,3/26,3/26,24.00,7.20,20.0,0,0,0
3,First-class,211,341,24,7507,137*,23.68,,,4,41,,,144,0,211,,39409,20021,759,7/71,,26.37,3.04,51.9,,39,4
4,List A,175,161,9,2650,74,17.43,,,0,8,,,56,0,175,,7118,4871,163,6/28,6/28,29.88,4.10,43.6,2,2,0
5,T20s,76,61,6,748,62,13.60,684,109.35,0,1,74,19,21,0,76,72,1375,1497,69,3/14,3/14,21.69,6.53,19.9,0,0,0
