,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,1,2,0,22,22,11.00,43,51.16,0,0,4,0,1,0,1,2,156,148,1,1/130,1/148,148.00,5.69,156.0,0,0,0
1,First-class,31,47,3,1041,100*,23.65,1284,81.07,1,7,107,36,20,0,31,48,3238,2226,60,5/63,6/75,37.10,4.12,53.9,4,1,0
2,List A,33,19,8,242,57,22.00,312,77.56,0,1,15,5,10,0,33,27,943,858,38,5/36,5/36,22.57,5.45,24.8,2,1,0
3,T20s,10,8,4,63,21*,15.75,49,128.57,0,0,5,3,6,0,10,7,99,153,5,4/28,4/28,30.60,9.27,19.8,1,0,0
