,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,57,90,23,740,42,11.04,1491,49.63,0,0,100,4,16,0,57,101,10329,5402,137,5/54,7/119,39.43,3.13,75.3,4,3,0
1,ODIs,85,48,22,244,26,9.38,404,60.39,0,0,18,3,19,0,85,83,3824,3478,107,4/13,4/13,32.50,5.45,35.7,3,0,0
2,T20Is,11,6,3,7,5*,2.33,11,63.63,0,0,1,0,3,0,11,11,208,330,8,2/26,2/26,41.25,9.51,26.0,0,0,0
3,First-class,112,144,33,1190,58*,10.72,2264,52.56,0,1,146,15,39,0,112,195,17330,9864,295,6/68,9/134,33.43,3.41,58.7,12,7,0
4,List A,164,89,44,410,38*,9.11,647,63.36,0,0,35,5,41,0,164,162,7384,6549,230,5/31,5/31,28.47,5.32,32.1,4,3,0
5,T20s,45,20,11,44,10*,4.88,62,70.96,0,0,4,1,12,0,45,43,895,1204,50,5/34,5/34,24.08,8.07,17.9,0,1,0
