,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,16,29,3,910,153*,35.00,1233,73.80,2,4,113,11,17,8,16,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,95,90,5,2556,135,30.07,2761,92.57,4,14,278,48,40,2,95,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,36,36,0,1046,84,29.05,755,138.54,0,10,105,39,10,3,36,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,70,116,9,4682,336,43.75,5675,82.50,13,19,513,111,100,23,70,-,-,-,-,-,-,-,-,-,-,-,-
4,List A,166,158,13,4831,155,33.31,5197,92.95,7,31,504,101,94,26,166,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,90,87,4,2002,84,24.12,1500,133.46,0,17,188,84,30,16,90,-,-,-,-,-,-,-,-,-,-,-,-
