,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,38,75,3,2639,196,36.65,4612,57.22,6,9,330,24,61,0,38,6,78,55,1,1/10,1/18,55.00,4.23,78.0,0,0,0
1,ODIs,70,68,2,1835,102,27.80,2186,83.94,1,15,183,30,32,0,70,2,20,28,0,-,-,-,8.40,-,0,0,0
2,T20Is,19,19,0,354,70,18.63,251,141.03,0,4,30,16,5,0,19,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,62,116,5,4036,196,36.36,6748,59.81,8,16,494,46,91,8,62,12,182,126,2,1/10,1/14,63.00,4.15,91.0,0,0,0
4,List A,91,88,2,2234,102,25.97,2755,81.08,1,17,215,34,50,4,91,3,26,32,0,-,-,-,7.38,-,0,0,0
5,T20s,42,41,1,1021,71,25.52,712,143.39,0,9,85,48,18,1,42,-,-,-,-,-,-,-,-,-,-,-,-
