,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,33,64,6,1328,155*,22.89,3459,38.39,1,5,130,3,19,0,33,5,84,51,0,-,-,-,3.64,-,0,0,0
1,ODIs,123,103,14,3133,139*,35.20,4333,72.30,4,21,241,25,38,0,123,4,104,94,3,2/36,2/36,31.33,5.42,34.6,0,0,0
2,T20Is,26,20,2,291,44,16.16,267,108.98,0,0,27,5,8,0,26,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,116,198,22,7061,168,40.11,14678,48.10,18,34,675,56,115,0,116,8,216,129,0,-,-,-,3.58,-,0,0,0
4,List A,211,184,25,5705,139*,35.88,7732,73.78,7,40,445,60,67,0,211,7,120,116,4,2/36,2/36,29.00,5.80,30.0,0,0,0
5,T20s,80,69,8,1351,70,22.14,1138,118.71,0,5,105,38,29,0,80,-,-,-,-,-,-,-,-,-,-,-,-
