,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,12,7,1,71,25,11.83,166,42.77,0,0,3,0,2,0,12,11,491,480,11,3/50,3/50,43.63,5.86,44.6,0,0,0
1,T20Is,10,7,6,15,8*,15.00,17,88.23,0,0,2,0,1,0,10,10,210,262,6,2/26,2/26,43.66,7.48,35.0,0,0,0
2,First-class,44,58,20,612,69,16.10,1390,44.02,0,1,60,8,17,0,44,81,7919,5089,199,7/77,10/155,25.57,3.85,39.7,10,15,1
3,List A,43,23,4,245,35,12.89,421,58.19,0,0,18,0,15,0,43,42,1912,1564,56,4/7,4/7,27.92,4.90,34.1,2,0,0
4,T20s,41,21,14,87,22*,12.42,117,74.35,0,0,9,1,14,0,41,40,815,1002,37,3/12,3/12,27.08,7.37,22.0,0,0,0
