,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,30,37,13,275,64,11.45,619,44.42,0,1,36,6,7,0,30,59,5209,3349,101,5/50,9/210,33.15,3.85,51.5,7,3,0
1,ODIs,225,118,35,561,56,6.75,755,74.30,0,1,45,21,31,0,225,219,10878,9722,335,6/38,6/38,29.02,5.36,32.4,11,8,0
2,T20Is,73,25,8,92,27,5.41,114,80.70,0,0,6,3,20,0,73,73,1571,1911,97,5/31,5/31,19.70,7.29,16.1,1,1,0
3,First-class,84,101,41,585,64,9.75,1446,40.45,0,1,,,24,0,84,,11927,7784,257,6/17,,30.28,3.91,46.4,16,7,0
4,List A,289,153,43,734,56,6.67,,,0,1,,,40,0,289,,13814,12198,443,7/49,7/49,27.53,5.29,31.1,15,10,0
5,T20s,283,84,35,382,37*,7.79,367,104.08,0,0,28,19,53,0,283,278,6256,7335,378,6/7,6/7,19.40,7.03,16.5,10,4,0
