,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,53,97,7,3768,164,41.86,7667,49.14,11,17,401,22,76,10,53,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,146,132,21,3599,111,32.42,4855,74.12,4,22,245,39,59,7,146,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,54,47,4,800,58,18.60,766,104.43,0,4,73,16,32,5,54,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,109,186,17,7741,244,45.80,13229,58.51,22,36,835,96,163,24,109,3,36,18,1,1/13,1/13,18.00,3.00,36.0,0,0,0
4,List A,231,210,29,6100,119*,33.70,7826,77.94,9,37,447,90,110,17,231,1,6,1,1,1/1,1/1,1.00,1.00,6.0,0,0,0
5,T20s,120,108,14,2687,101*,28.58,2292,117.23,1,16,236,68,68,20,120,-,-,-,-,-,-,-,-,-,-,-,-
