,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,5,9,5,11,6*,2.75,79,13.92,0,0,0,0,1,0,5,8,789,499,19,4/62,8/133,26.26,3.79,41.5,2,0,0
1,ODIs,8,8,6,30,7*,15.00,61,49.18,0,0,3,0,0,0,8,8,297,337,5,1/35,1/35,67.40,6.80,59.4,0,0,0
2,T20Is,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,0,1,1,12,16,0,-,-,-,8.00,-,0,0,0
3,First-class,62,78,32,358,35,7.78,981,36.49,0,0,41,5,22,0,62,101,7988,5168,166,5/35,9/145,31.13,3.88,48.1,8,6,0
4,List A,37,22,15,72,18*,10.28,196,36.73,0,0,7,0,7,0,37,35,1405,1334,46,3/4,3/4,29.00,5.69,30.5,0,0,0
5,T20s,9,2,0,4,2,2.00,9,44.44,0,0,0,0,1,0,9,9,138,207,8,2/17,2/17,25.87,9.00,17.2,0,0,0
