,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,5,3,0,39,31,13.00,58,67.24,0,0,3,0,1,0,5,3,36,33,0,-,-,-,5.50,-,0,0,0
1,T20Is,5,4,0,46,16,11.50,54,85.18,0,0,4,1,1,0,5,1,6,17,0,-,-,-,17.00,-,0,0,0
2,First-class,97,161,15,6941,244,47.54,9092,76.34,18,33,654,144,92,0,97,54,1398,857,19,4/77,4/78,45.10,3.67,73.5,1,0,0
3,List A,129,105,32,3015,113*,41.30,3184,94.69,4,18,235,75,37,0,129,58,1350,916,36,5/20,5/20,25.44,4.07,37.5,1,1,0
4,T20s,81,70,12,1345,56,23.18,1144,117.56,0,4,93,48,46,0,81,22,276,350,16,3/15,3/15,21.87,7.60,17.2,0,0,0
