,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,DNB,-,-,-,-,-,,v Sri Lanka,The Oval,15 Jun 2019
1,2,-,9.0,59,1,0,0,,v Sri Lanka,The Oval,15 Jun 2019
2,1,DNB,-,-,-,-,-,,v England,Lord's,25 Jun 2019
3,2,-,10.0,44,5,0,0,,v England,Lord's,25 Jun 2019
4,1,0,-,-,-,-,-,,v New Zealand,Lord's,29 Jun 2019
