,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,0*,-,-,-,-,-,,v England,Melbourne,14 Feb 2015
1,2,-,9.0,47,2,1,0,,v England,Melbourne,14 Feb 2015
2,1,0,-,-,-,-,-,,v New Zealand,Auckland,28 Feb 2015
3,2,-,9.0,28,6,1,0,,v New Zealand,Auckland,28 Feb 2015
4,1,DNB,-,-,-,-,-,,v Afghanistan,Perth,4 Mar 2015
