,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,66,-,-,-,-,-,,v England,Melbourne,14 Feb 2015
1,2,-,4.0,33,0,0,0,,v England,Melbourne,14 Feb 2015
2,1,1,-,-,-,-,-,,v New Zealand,Auckland,28 Feb 2015
3,2,-,1.0,7,1,0,0,,v New Zealand,Auckland,28 Feb 2015
4,1,88,-,-,-,-,-,,v Afghanistan,Perth,4 Mar 2015
