,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,4,-,-,-,-,-,,v England,Birmingham,11 Jul 2019
1,2,-,DNB,-,-,0,0,,v England,Birmingham,11 Jul 2019
