,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,23,-,-,-,-,-,,v Pakistan,Taunton,12 Jun 2019
1,2,-,DNB,-,-,0,0,,v Pakistan,Taunton,12 Jun 2019
2,1,3,-,-,-,-,-,,v Sri Lanka,The Oval,15 Jun 2019
3,2,-,DNB,-,-,0,0,,v Sri Lanka,The Oval,15 Jun 2019
