,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,1*,-,-,-,-,-,,v Pakistan,Taunton,12 Jun 2019
1,2,-,8.4,62,2,2,0,,v Pakistan,Taunton,12 Jun 2019
2,1,DNB,-,-,-,-,-,,v Sri Lanka,The Oval,15 Jun 2019
3,2,-,9.0,47,3,0,0,,v Sri Lanka,The Oval,15 Jun 2019
