,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,7*,-,-,-,-,-,,v New Zealand,Auckland,28 Feb 2015
1,2,-,6.1,38,2,2,0,,v New Zealand,Auckland,28 Feb 2015
2,1,-,7.0,42,3,0,0,,v Scotland,Hobart,14 Mar 2015
3,2,DNB,-,-,-,-,-,,v Scotland,Hobart,14 Mar 2015
4,1,-,8.2,40,3,0,0,,v Afghanistan,Bristol,1 Jun 2019
