,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,0,0,,v Afghanistan,Bristol,1 Jun 2019
1,2,15,-,-,-,-,-,,v Afghanistan,Bristol,1 Jun 2019
2,1,13,-,-,-,-,-,,v West Indies,Nottingham,6 Jun 2019
3,2,-,DNB,-,-,1,0,,v West Indies,Nottingham,6 Jun 2019
4,1,-,DNB,-,-,0,0,,v India,The Oval,9 Jun 2019
