,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,DNB,-,-,-,-,-,,v England,Lord's,25 Jun 2019
1,2,-,9.0,43,0,0,0,,v England,Lord's,25 Jun 2019
2,1,0*,-,-,-,-,-,,v New Zealand,Lord's,29 Jun 2019
3,2,-,10.0,36,1,1,0,,v New Zealand,Lord's,29 Jun 2019
4,1,-,10.0,53,2,0,0,,v South Africa,Manchester,6 Jul 2019
