,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,18,18,1,455,102,26.76,591,76.98,1,2,43,5,11,0,18,3,42,47,1,1/13,1/13,47.00,6.71,42.0,0,0,0
1,T20Is,20,20,0,559,74,27.95,450,124.22,0,4,66,8,7,0,20,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,125,224,15,6916,157,33.09,13252,52.18,14,33,989,44,127,0,125,24,424,334,4,2/25,2/25,83.50,4.72,106.0,0,0,0
3,List A,160,152,11,5211,181,36.95,6057,86.03,12,29,550,68,66,0,160,15,234,236,10,2/9,2/9,23.60,6.05,23.4,0,0,0
4,T20s,117,106,18,3190,108*,36.25,2559,124.65,3,22,298,74,46,0,117,-,-,-,-,-,-,-,-,-,-,-,-
