,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,17,31,0,1358,152,43.80,2113,64.26,4,6,191,6,15,0,17,8,152,70,0,-,-,-,2.76,-,0,0,0
1,ODIs,26,24,1,643,67*,27.95,755,85.16,0,2,76,10,12,0,26,6,120,132,3,2/18,2/18,44.00,6.60,40.0,0,0,0
2,T20Is,2,2,0,18,15,9.00,17,105.88,0,0,1,1,1,0,2,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,60,102,5,4217,182,43.47,6928,60.86,10,22,596,34,57,0,60,23,514,245,3,1/1,1/1,81.66,2.85,171.3,0,0,0
4,List A,65,62,2,2658,183,44.30,2681,99.14,8,7,286,58,32,0,65,28,715,626,23,4/45,4/45,27.21,5.25,31.0,1,0,0
5,T20s,41,37,6,955,82,30.80,776,123.06,0,8,92,25,12,0,41,16,231,255,7,3/21,3/21,36.42,6.62,33.0,0,0,0
