,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,58,82,18,1538,74,24.03,3338,46.07,0,8,174,15,17,0,58,109,10420,4632,214,6/21,10/102,21.64,2.66,48.6,7,13,2
1,ODIs,30,19,7,151,30*,12.58,213,70.89,0,0,14,0,6,0,30,28,1279,986,41,4/12,4/12,24.04,4.62,31.1,2,0,0
2,T20Is,7,4,0,14,6,3.50,28,50.00,0,0,0,0,1,0,7,6,83,114,4,2/23,2/23,28.50,8.24,20.7,0,0,0
3,First-class,161,221,43,4679,168,26.28,9828,47.60,3,17,,,41,0,161,,27981,12242,569,7/61,,21.51,2.62,49.1,31,24,2
4,List A,129,89,29,1418,79*,23.63,1889,75.06,0,5,,,12,0,129,,5419,4207,129,4/12,4/12,32.61,4.65,42.0,3,0,0
5,T20s,117,84,42,1120,56*,26.66,815,137.42,0,1,59,50,24,0,117,109,2098,2762,91,5/17,5/17,30.35,7.89,23.0,1,2,0
