,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,T20Is,2,-,-,-,-,-,-,-,-,-,-,-,3,0,2,-,-,-,-,-,-,-,-,-,-,-,-
1,First-class,13,23,5,866,99,48.11,1408,61.50,0,8,131,1,19,0,13,1,6,4,0,-,-,-,4.00,-,0,0,0
2,List A,14,12,1,387,121*,35.18,389,99.48,1,3,33,11,8,0,14,-,-,-,-,-,-,-,-,-,-,-,-
3,T20s,12,7,0,101,38,14.42,92,109.78,0,0,8,3,7,1,12,-,-,-,-,-,-,-,-,-,-,-,-
