,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,25,38,6,446,45,13.93,661,67.47,0,0,47,13,6,0,25,47,5028,2674,94,9/129,12/283,28.44,3.19,53.4,4,5,1
1,ODIs,4,2,0,25,17,12.50,26,96.15,0,0,4,0,0,0,4,4,187,166,6,3/25,3/25,27.66,5.32,31.1,0,0,0
2,First-class,121,171,26,2998,114*,20.67,4325,69.31,2,10,363,86,44,0,121,205,24222,12119,447,9/129,13/157,27.11,3.00,54.1,18,23,5
3,List A,92,55,15,593,43*,14.82,648,91.51,0,0,48,19,32,0,92,90,4312,3502,114,5/34,5/34,30.71,4.87,37.8,3,2,0
4,T20s,87,47,22,503,45*,20.12,404,124.50,0,0,47,16,24,0,87,81,1764,2005,68,3/7,3/7,29.48,6.81,25.9,0,0,0
