,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,56,96,8,3412,199,38.77,7533,45.29,11,13,414,21,59,0,56,40,987,623,14,4/22,4/56,44.50,3.78,70.5,1,0,0
1,ODIs,8,7,1,104,42,17.33,177,58.75,0,0,6,0,4,0,8,4,96,67,2,1/11,1/11,33.50,4.18,48.0,0,0,0
2,First-class,197,343,26,13452,268,42.43,27284,49.30,40,52,1695,72,158,0,197,131,4096,2750,55,4/22,5/141,50.00,4.02,74.4,2,0,0
3,List A,160,153,22,5517,137,42.11,6878,80.21,6,42,419,83,49,0,160,96,2964,2691,57,4/37,4/37,47.21,5.44,52.0,1,0,0
4,T20s,66,61,15,1633,79*,35.50,1452,112.46,0,9,113,49,27,0,66,42,615,701,29,4/23,4/23,24.17,6.83,21.2,1,0,0
