,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,4,4,2,19,9,9.50,39,48.71,0,0,3,0,2,0,4,8,250,147,11,3/13,5/25,13.36,3.52,22.7,0,0,0
1,ODIs,52,32,15,549,69*,32.29,610,90.00,0,1,54,19,11,0,52,50,2077,1936,65,4/22,4/22,29.78,5.59,31.9,3,0,0
2,T20Is,21,10,4,65,27*,10.83,61,106.55,0,0,10,0,4,0,21,20,377,502,28,4/24,4/24,17.92,7.98,13.4,1,0,0
3,First-class,34,47,6,839,64*,20.46,1694,49.52,0,4,118,15,11,0,34,48,2954,1723,51,5/62,7/82,33.78,3.49,57.9,1,1,0
4,List A,92,63,18,1215,69*,27.00,1363,89.14,0,5,109,40,21,0,92,87,3629,3345,111,6/27,6/27,30.13,5.53,32.6,5,1,0
5,T20s,75,50,8,482,37,11.47,416,115.86,0,0,44,17,8,0,75,67,1142,1563,64,5/26,5/26,24.42,8.21,17.8,1,1,0
