,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,40,66,5,2398,129*,39.31,3280,73.10,4,17,299,19,166,9,40,-,-,-,-,-,-,-,-,-,-,-,-
1,ODIs,115,115,6,4907,178,45.01,5154,95.20,14,24,571,69,158,8,115,-,-,-,-,-,-,-,-,-,-,-,-
2,T20Is,36,36,4,887,59,27.71,698,127.07,0,2,103,27,35,9,36,-,-,-,-,-,-,-,-,-,-,-,-
3,First-class,69,116,9,4543,194,42.45,5835,77.85,10,31,568,57,260,14,69,1,6,9,0,-,-,-,9.00,-,0,0,0
4,List A,156,154,7,6293,178,42.80,6557,95.97,18,30,708,102,196,14,156,-,-,-,-,-,-,-,-,-,-,-,-
5,T20s,167,161,12,4936,126*,33.12,3631,135.94,4,27,527,186,111,28,167,-,-,-,-,-,-,-,-,-,-,-,-
