,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,10,12,5,26,10*,3.71,93,27.95,0,0,4,0,2,0,10,20,1440,924,48,6/37,11/96,19.25,3.85,30.0,1,3,1
1,ODIs,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2,2,114,124,3,2/73,2/73,41.33,6.52,38.0,0,0,0
2,First-class,106,137,45,1174,72,12.76,2739,42.86,0,3,180,4,29,0,106,192,18530,9802,432,6/37,11/96,22.68,3.17,42.8,22,23,4
3,List A,49,25,10,201,25*,13.40,306,65.68,0,0,13,3,7,0,49,47,2013,1777,63,4/34,4/34,28.20,5.29,31.9,2,0,0
4,T20s,34,11,8,62,15*,20.66,72,86.11,0,0,5,0,5,0,34,31,665,862,38,4/28,4/28,22.68,7.77,17.5,1,0,0
