,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,Tests,4,7,0,173,69,24.71,362,47.79,0,1,25,0,5,0,4,8,623,459,12,3/38,5/45,38.25,4.42,51.9,0,0,0
1,ODIs,42,27,4,467,62,20.30,465,100.43,0,1,36,15,9,0,42,40,1894,1756,48,4/31,4/31,36.58,5.56,39.4,2,0,0
2,T20Is,23,13,4,133,55*,14.77,102,130.39,0,1,12,5,6,0,23,23,498,697,34,4/27,4/27,20.50,8.39,14.6,1,0,0
3,First-class,58,86,10,2489,154,32.75,3556,69.99,4,11,310,43,50,0,58,101,8764,4677,193,8/44,12/101,24.23,3.20,45.4,10,4,1
4,List A,105,70,19,1359,90*,26.64,1145,118.68,0,4,117,55,28,0,105,98,4423,3837,126,4/23,4/23,30.45,5.20,35.1,6,0,0
5,T20s,171,107,46,1410,82*,23.11,927,152.10,0,3,99,72,67,0,171,169,3624,4693,215,4/9,4/9,21.82,7.76,16.8,7,0,0
