,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,2,2,1,8,5,8.00,6,133.33,0,0,1,0,1,0,2,2,102,121,1,1/57,1/57,121.00,7.11,102.0,0,0,0
1,T20Is,9,4,3,19,12*,19.00,28,67.85,0,0,1,0,3,0,9,9,180,282,13,3/35,3/35,21.69,9.40,13.8,0,0,0
2,First-class,51,59,22,382,79*,10.32,1122,34.04,0,1,49,1,17,0,51,95,6606,4343,138,6/35,9/79,31.47,3.94,47.8,4,6,0
3,List A,68,33,12,215,37*,10.23,277,77.61,0,0,21,4,20,0,68,66,2727,2613,99,6/19,6/19,26.39,5.74,27.5,2,2,0
4,T20s,75,17,7,75,18,7.50,67,111.94,0,0,8,2,23,0,75,71,1309,1810,71,4/18,4/18,25.49,8.29,18.4,1,0,0
