,Type,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,4s,6s,Ct,St,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10
0,ODIs,14,13,2,251,59,22.81,291,86.25,0,1,26,6,16,3,14,-,-,-,-,-,-,-,-,-,-,-,-
1,T20Is,9,9,2,156,69,22.28,107,145.79,0,1,8,11,8,0,9,-,-,-,-,-,-,-,-,-,-,-,-
2,First-class,65,101,14,3946,201,45.35,6184,63.80,10,16,453,90,214,13,65,3,88,50,2,1/12,1/12,25.00,3.40,44.0,0,0,0
3,List A,64,59,10,1620,127,33.06,1811,89.45,1,12,135,38,78,12,64,7,144,140,5,2/38,2/38,28.00,5.83,28.8,0,0,0
4,T20s,69,63,19,1240,77*,28.18,896,138.39,0,6,79,54,36,16,69,4,36,54,1,1/12,1/12,54.00,9.00,36.0,0,0,0
