mobiles,prices,currency,new_used,web
Motorola Moto E4 Plus SS (XT1771) - 3GB RAM - 16GB - Fingerprint - Single SIM - Gold,1999,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 7.1- 4GB RAM - 64GB - Fingerprint - Blue,5599,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 8.1 - 4GB RAM - 64GB - Fingerprint - Blue,6599,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 5.1 Plus - 3GB RAM -32GB - Fingerprint - Blue,3649,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 5.1 Plus - 3GB RAM -32GB - Fingerprint - Black,3649,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 3.1Plus - 3GB RAM - 32GB - Fingerprint - Baltic,3049,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 3.1Plus - 3GB RAM - 32GB - Fingerprint - Blue Silver,3049,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 2.1 - 1GB RAM - 8GB -  Blue Silver,1799,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 2.1 - 1GB RAM - 8GB - Blue Copper,1799,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 1 (TA-1056) - 1GB RAM - 8GB - Blue,1220,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 3 (TA-1032) - 2GB RAM - 16GB - Blue,2349,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 6.1 plus - 4GB RAM - 64GB - Fingerprint - Black,4499,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 6.1 plus - 4GB RAM - 64GB - Fingerprint - Blue,4499,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 3.1 - 2GB RAM - 16GB - Blue,2549,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 7 Plus (TA-1046) - 4GB RAM - 64GB - Fingerprint - Black,4999,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Nokia 105 - Dual SIM - Black,329,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Huawei Mate 20 - 6GB RAM - 128GB - Fingerprint - Midnight Blue,12399,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Huawei Y7 Prime 2019 - 3GB RAM - 32GB -  Fingerprint - Black,3199,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Huawei Mate 20 - 6GB RAM - 128GB - Fingerprint - Twilight,12399,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
ITEL 5613 - Dual Sim - Silver,329,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
ITEL 5613 - Dual Sim - Gray Calx,329,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Meizu M6 Note - 4GB RAM - 64GB - Fingerprint - Blue,2999,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Meizu M6 Note - 4GB RAM - 64GB - Fingerprint - Gold,2999,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Meizu M5 - 2GB RAM - 16GB - Fingerprint - Black,1699,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Meizu M5 - 2GB RAM - 16GB - Fingerprint - Gold,1699,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Meizu M5 - 3GB RAM - 32GB ROM - Fingerprint - Gold,1999,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Imobily I666 - Dual Sim - Red,299,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Imobily I666 - Dual Sim - White,299,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Imobily I222 - Dual SIM - Blue,279,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Imobily I666 - Dual Sim - Black,299,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Imobily I222 - Dual SIM - Black,279,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Imobily I222 - Dual SIM - White,279,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Imobily SG 008 Tablet - 8GB - 512MB RAM - Black,999,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Honor 9 Lite - 3GB RAM - 32GB - Fingerprint - Blue,2999,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Honor 10 -  4GB RAM - 128GB - Fingerprint - Blue,6999,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Energizer Energy E10 Plus - Dual SIM - Black,249,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
Energizer Power Max P20 - Dual SIM - Black,599,EGP,new,https://2b.com.eg/en/mobile-and-tablet/mobiles.html
