,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,1.0,11,0,2,0,,v Australia,Melbourne,14 Feb 2015
1,2,5,-,-,-,-,-,,v Australia,Melbourne,14 Feb 2015
2,1,46,-,-,-,-,-,,v New Zealand,Wellington,20 Feb 2015
3,2,-,DNB,-,-,0,0,,v New Zealand,Wellington,20 Feb 2015
4,1,1,-,-,-,-,-,,v Scotland,Christchurch,23 Feb 2015
