,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,26,-,-,-,-,-,,v Afghanistan,Manchester,18 Jun 2019
1,2,-,DNB,-,-,0,0,,v Afghanistan,Manchester,18 Jun 2019
2,1,-,DNB,-,-,0,0,,v Sri Lanka,Leeds,21 Jun 2019
3,2,14,-,-,-,-,-,,v Sri Lanka,Leeds,21 Jun 2019
4,1,-,DNB,-,-,0,0,,v Australia,Lord's,25 Jun 2019
