,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,DNB,-,-,-,-,-,,v South Africa,The Oval,30 May 2019
1,2,-,8.0,35,1,0,0,,v South Africa,The Oval,30 May 2019
2,1,-,5.0,43,0,0,0,,v Pakistan,Nottingham,3 Jun 2019
3,2,3*,-,-,-,-,-,,v Pakistan,Nottingham,3 Jun 2019
4,1,DNB,-,-,-,-,-,,v Bangladesh,Cardiff,8 Jun 2019
