,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,29*,-,-,-,-,-,,v New Zealand,Gros Islet,16 Mar 2007
1,2,-,7.0,43,1,0,0,,v New Zealand,Gros Islet,16 Mar 2007
2,1,DNB,-,-,-,-,-,,v Canada,Gros Islet,18 Mar 2007
3,2,-,9.0,46,2,0,0,,v Canada,Gros Islet,18 Mar 2007
4,1,-,7.0,71,1,1,0,,v West Indies,Bridgetown,21 Apr 2007
