,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,9.0,60,0,0,0,,v Australia,Melbourne,14 Feb 2015
1,2,10,-,-,-,-,-,,v Australia,Melbourne,14 Feb 2015
2,1,20,-,-,-,-,-,,v New Zealand,Wellington,20 Feb 2015
3,2,-,DNB,-,-,0,0,,v New Zealand,Wellington,20 Feb 2015
4,1,128,-,-,-,-,-,,v Scotland,Christchurch,23 Feb 2015
