,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,DNB,-,-,-,-,-,,v South Africa,The Oval,2 Jun 2019
1,2,-,10.0,67,3,0,0,,v South Africa,The Oval,2 Jun 2019
2,1,0*,-,-,-,-,-,,v New Zealand,The Oval,5 Jun 2019
3,2,-,7.1,48,0,0,0,,v New Zealand,The Oval,5 Jun 2019
4,1,-,9.0,75,1,0,0,,v England,Cardiff,8 Jun 2019
