,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,21,-,-,-,-,-,,v South Africa,The Oval,2 Jun 2019
1,2,-,DNB,-,-,0,0,,v South Africa,The Oval,2 Jun 2019
2,1,26,-,-,-,-,-,,v New Zealand,The Oval,5 Jun 2019
3,2,-,DNB,-,-,0,0,,v New Zealand,The Oval,5 Jun 2019
4,1,-,DNB,-,-,0,0,,v England,Cardiff,8 Jun 2019
