,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,3,-,-,-,-,-,,v Afghanistan,Canberra,18 Feb 2015
1,2,-,1.0,4,0,1,0,,v Afghanistan,Canberra,18 Feb 2015
2,1,-,4.0,26,0,0,0,,v Sri Lanka,Melbourne,26 Feb 2015
3,2,53,-,-,-,-,-,,v Sri Lanka,Melbourne,26 Feb 2015
4,1,-,7.0,47,1,2,0,,v Scotland,Nelson,5 Mar 2015
