,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,7.0,49,1,0,0,,v India,Dhaka,19 Feb 2011
1,2,6,-,-,-,-,-,,v India,Dhaka,19 Feb 2011
2,1,-,5.0,30,1,0,0,,v England,Chattogram,11 Mar 2011
3,2,21*,-,-,-,-,-,,v England,Chattogram,11 Mar 2011
4,1,-,DNB,-,-,0,0,,v Netherlands,Chattogram,14 Mar 2011
