,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,DNB,-,-,-,-,-,,v South Africa,The Oval,2 Jun 2019
1,2,-,8.0,57,2,0,0,,v South Africa,The Oval,2 Jun 2019
2,1,29,-,-,-,-,-,,v New Zealand,The Oval,5 Jun 2019
3,2,-,7.0,41,2,1,0,,v New Zealand,The Oval,5 Jun 2019
4,1,-,9.0,78,2,0,0,,v England,Cardiff,8 Jun 2019
