,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,5*,-,-,-,-,-,,v South Africa,The Oval,2 Jun 2019
1,2,-,10.0,44,1,1,0,,v South Africa,The Oval,2 Jun 2019
2,1,7,-,-,-,-,-,,v New Zealand,The Oval,5 Jun 2019
3,2,-,10.0,47,2,1,0,,v New Zealand,The Oval,5 Jun 2019
4,1,-,10.0,67,2,1,0,,v England,Cardiff,8 Jun 2019
