,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,1,0,,v West Indies,Taunton,17 Jun 2019
1,2,94*,-,-,-,-,-,,v West Indies,Taunton,17 Jun 2019
2,1,-,DNB,-,-,0,0,,v Australia,Nottingham,20 Jun 2019
3,2,20,-,-,-,-,-,,v Australia,Nottingham,20 Jun 2019
4,1,16,-,-,-,-,-,,v Afghanistan,Southampton,24 Jun 2019
