,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,10.0,60,0,0,0,,v India,Dhaka,19 Feb 2011
1,2,1*,-,-,-,-,-,,v India,Dhaka,19 Feb 2011
2,1,2*,-,-,-,-,-,,v Ireland,Dhaka,25 Feb 2011
3,2,-,3.0,12,0,0,0,,v Ireland,Dhaka,25 Feb 2011
4,1,0,-,-,-,-,-,,v West Indies,Dhaka,4 Mar 2011
