,Inns,Score,Overs,Conc,Wkts,Ct,St,empty,Opposition,Ground,Start Date
0,1,-,DNB,-,-,0,0,,v West Indies,Delhi,24 Feb 2011
1,2,DNB,-,-,-,-,-,,v West Indies,Delhi,24 Feb 2011
2,1,18*,-,-,-,-,-,,v Netherlands,Mohali,3 Mar 2011
3,2,-,DNB,-,-,0,0,,v Netherlands,Mohali,3 Mar 2011
4,1,-,5.0,16,0,0,0,,v England,Chennai,6 Mar 2011
